sweep_id,mae/x,mae/y,mae/z,mae/pitch,mae/roll,mae/yaw,drift/final_drift_rate,drift/avg_drift_rate,drift/max_drift,drift/sum_of_drift,drift/hausdorff,ddf/5pt-avg_global_displacement_error,ddf/5pt-max_global_displacement_error,ddf/5pt-avg_local_displacement_error,ddf/5pt-max_local_displacement_error,ddf/5pt-tusrec_final_score,ddf/5pt-relative_global_err_pct,inference_time,total_time
sweep_00000,1.1775371493134377,0.30350145054935795,0.6405347972579738,0.18127448176589503,0.546559142244189,0.26435854251346896,2.1222062127682633,2.309165802193616,3.0527144530327126,527.3241998320096,2.883760259418187,1.5724583864212036,3.240570545196533,0.16773031651973724,0.8043805360794067,0.6531188414022429,0.026961276307702065,1.1206567287445068,5.347833156585693
sweep_00001,0.37492993908093997,0.5418214435608097,1.031135998950188,0.18440999804268532,0.47382321872093264,0.256399392307126,1.6611978600652555,2.365722336930112,3.009336135578311,642.9969139340329,2.8664653054814444,1.3786163330078125,3.1509575843811035,0.17147056758403778,0.6623128056526184,0.651790187324982,0.028983304277062416,0.9084358215332031,2.8630154132843018
sweep_00002,0.8178755185461787,0.5237389956772606,0.4552517558069003,0.2993739926693164,0.0998605827178711,0.3777786079875729,1.5306341745079988,2.3022082182295027,2.2099705654599657,275.9339641985754,2.1218608000151495,1.244094729423523,2.406266927719116,0.2038058489561081,0.6852375268936157,0.5927768011809458,0.02544540911912918,0.5503413677215576,1.7057957649230957
sweep_00003,0.2230944030235642,0.4148119826658522,0.7484936688893314,0.18209462279840033,0.5398599782013992,0.35731322384786607,1.3426801696146176,1.671497284452449,2.5981302307727097,500.6666503697405,2.596633195145373,1.129554271697998,2.7126927375793457,0.14285776019096375,0.5817104578018188,0.6690109020783642,0.019922534003853798,0.8715357780456543,2.662062644958496
sweep_00004,1.0320410174189723,0.6346554045607228,0.9949929585895636,0.7576397046065817,0.5367908317006769,0.45588500904205403,2.0209027989845816,4.1264008363834614,3.326123993356248,726.9712222375208,3.1050325346968632,1.9923700094223022,3.540911912918091,0.22971145808696747,1.2377893924713135,0.6258732684410627,0.04282649606466293,0.7800805568695068,2.3276519775390625
sweep_00005,0.5884158663647527,0.0847131307680146,0.5385768765028539,0.4496224863088298,0.4758323656334908,0.1476800040165498,1.4224537257366312,2.3527182468430308,2.1389546142609537,401.63079979352926,2.1123225765777693,1.0989878177642822,2.4849789142608643,0.18159878253936768,0.7741494178771973,0.6615845815224486,0.02710697613656521,0.7468523979187012,2.514824390411377
sweep_00006,0.8747462513021045,0.21978468024550737,0.5854533023699285,0.35884655345120875,0.657580678511104,0.24325070699280782,1.4765901697755286,2.6730358615640513,2.4290378742191665,601.997079883003,2.36083059258945,1.3945257663726807,2.7596747875213623,0.18680816888809204,0.7269376516342163,0.6188489342608653,0.028882820159196854,0.8801684379577637,4.39006495475769
sweep_00007,0.303888130700334,0.08019457183759454,0.5238095280361104,0.1710336571626666,0.6985198918137625,0.15506590217831281,1.4825036377021494,1.4676112865728617,2.1340304840275137,333.49059151655644,2.053534529279866,1.0171535015106201,2.1774895191192627,0.1626259982585907,0.546880841255188,0.6177539054968886,0.026297636330127716,0.9241015911102295,3.081735134124756
sweep_00008,0.19857164247540307,0.20495673688640068,0.3031372798562805,0.1996756063428141,0.1872896040160177,0.10850087463936323,0.439948503642285,0.8112271404696636,0.818739867401391,153.25970278736744,0.7987731048014891,0.5421040654182434,1.0060840845108032,0.16833488643169403,0.6263718008995056,0.5962141217604723,0.010002784430980682,0.5634958744049072,2.103543996810913
sweep_00009,0.6162854393117403,0.1414760727011256,0.7222198220759919,0.14196846063670995,0.23774791045195237,0.21881417918717483,0.6292461719386762,1.8988408315876852,3.8748645850700045,476.4373791061482,2.146663741507449,1.0839699506759644,4.014677047729492,0.19945362210273743,4.202945709228516,0.841271272711182,0.021143270656466484,0.8394143581390381,3.3047096729278564
