quantile,scale,fdr,gpe,lpe,tusrec_final_score
0.8,1.0,110.78062633929976,12.271822452545166,0.18653105199337006,0.6355216249554926
0.9,0.0,183.19305915687997,36.24439938863119,0.29230498770872754,0.6752763874072288
0.9,0.1,164.8145103637937,32.465932846069336,0.27153108020623523,0.6767361749807943
0.9,0.2,146.5698472941787,28.60415204366048,0.2512797812620799,0.6783412303100597
0.9,0.3,128.4817263954465,24.686957359313965,0.23180755227804184,0.6809013069918354
0.9,0.4,110.64696781800647,20.75725523630778,0.21351147691408792,0.6829120174902935
0.9,0.5,93.3559628130436,16.876849969228108,0.1970249613126119,0.6833428580573768
0.9,0.6,77.41480103519856,13.13057311375936,0.18338617434104285,0.6784836180184107
0.9,0.7,65.06215009703169,9.79079500834147,0.17403528839349747,0.6636008784317914
0.9,0.8,60.61640914818822,7.929418563842773,0.17046539733807245,0.6373641032386484
0.9,0.9,66.76691128032915,8.822703997294107,0.17318755636612573,0.6339672931181207
0.9,1.0,81.5681425720572,11.550490697224935,0.18153303861618042,0.6466438459849009
1.0,0.0,75.8494406836502,8.857982635498047,0.17057238767544428,0.6615005454838455
1.0,0.1,75.24419037004633,8.87147037188212,0.17027815183003744,0.6567417114646794
1.0,0.2,74.68132196079416,8.887222528457642,0.16999350488185883,0.6513226078463544
1.0,0.3,74.16275636850067,8.905205647150675,0.16972369203964868,0.6486081199310779
1.0,0.4,73.68969064342069,8.925422509511312,0.16948329408963522,0.6463654902894557
1.0,0.5,73.26249323445445,8.947876930236816,0.1692940518260002,0.6440157639191278
1.0,0.6,72.88072287773046,8.97254745165507,0.16916906088590622,0.6419086480487078
1.0,0.7,72.54326343484708,8.999451319376627,0.1691206768155098,0.6411245355149906
1.0,0.8,72.24853019509915,9.0286332766215,0.16915545612573624,0.6413446610499743
1.0,0.9,71.99469008249007,9.060147364934286,0.16925771286090216,0.6414774152937698
1.0,1.0,71.77985004735781,9.093996922175089,0.16942092527945837,0.6436244103543521
